,formatted_address,latitude,longitude,input_string,number_of_results,status,accuracy,google_place_id,type,postcode
5193,"Vedado, Havana, Cuba",23.1429797,-82.3849323,"Vedado Baths, Miramar, Havana",2,OK,,,,
5194,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5195,"Navesink, Middletown, NJ, USA",40.4017598,-74.03681170000002,"1 mile ESE of Navesink, Monmouth County",1,OK,,,,
5196,"Havana Dr, Miramar, FL 33023, USA",25.9875214,-80.2375636,"Miramar subdivision, Havana",1,OK,,,,
5197,"Miramar, La Habana, Cuba",23.1230772,-82.4196748,"Miramar, Havana",1,OK,,,,
5198,"Brownsville, TX, USA",25.9017472,-97.4974838,Off Brownsville,1,OK,,,,
5199,"Sandy Hook, Middletown, NJ, USA",40.4333496,-73.9885498,"Sandy Hook (ocean side), Monmouth County",1,OK,,,,
5200,"Port Douglas QLD 4877, Australia",-16.483611,145.465278,Port Douglas,1,OK,,,,
5201,"Tamavua, Suva, Fiji",-18.0999229,178.4419026,Tamavua River,1,OK,,,,
5202,"Sea Girt, NJ 08750, USA",40.1320592,-74.0345813,"Sea Girt, Monmouth County",1,OK,,,,
5203,"Pearl Harbor, Hawaii, USA",21.3511958,-157.9801523,"Pearl Harbor, O'ahu",1,OK,,,,
5204,"Pearl Harbor, Hawaii, USA",21.3511958,-157.9801523,"Pearl Harbor, O'ahu",1,OK,,,,
5205,"Key West, FL 33040, USA",24.5550593,-81.7799871,"Key West, Monroe County ",1,OK,,,,
5206,"Kempsey NSW 2440, Australia",-31.0604769,152.8481977,Kempsey,1,OK,,,,
5207,Île Saint-Paul,-38.7201976,77.5189458,Île Saint-Paul,1,OK,,,,
5208,"Ross River, Queensland, Australia",-19.4006854,146.7329811,"Ross River, Townsville",1,OK,,,,
5209,"Bakırköy/İstanbul, Turkey",40.9831984,28.8536084,"Bakurköy, Istanbul",1,OK,,,,
5210,"Encounter Bay SA 5211, Australia",-35.5753024,138.5962997,Encounter Bay,1,OK,,,,
5211,"Maroubra NSW 2035, Australia",-33.9495,151.2437,Maroubra Beach,1,OK,,,,
5212,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Near Thursday Island,1,OK,,,,
5213,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5214,"Ross Creek, Queensland 4703, Australia",-23.153186,150.7477128,"Yeppoon, near Ross Creek",1,OK,,,,
5215,"Niuafo'ou, Tonga",-15.6097616,-175.6332093,Niuafo'ou Island ,1,OK,,,,
5216,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5217,"Homebush Bay or The Flats, New South Wales, Australia",-33.8321521,151.0806171,"Homebush Bay, Parramatta River, Sydney",1,OK,,,,
5218,"Sailors Bay Rd, Sydney NSW, Australia",-33.8116542,151.2161083,"Sailor Bay, Middle Harbour, Sydney",1,OK,,,,
5219,"1500 W Taylor St, Chicago, IL 60607, USA",41.869477,-87.6642595,Rosebud,1,OK,,,,
5220,"Parramatta River, New South Wales, Australia",-33.8344427,151.0923358,Parramata River,1,OK,,,,
5221,"St Helena Island QLD 4025, Australia",-27.3877599,153.2340212,"St. Helena Island, Moreton Bay",1,OK,,,,
5222,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5223,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5224,"Geraldton WA 6530, Australia",-28.7796535,114.6144452,Geraldton,1,OK,,,,
5225,"El Escobonal, Santa Cruz de Tenerife, Spain",28.2582702,-16.4264765,"El Escabonal, Tenerife ",1,OK,,,,
5226,"Palm Beach Inlet, Palm Beach, FL 33480, USA",26.772285,-80.037263,"Palm Beach Inlet, Palm Beach County",1,OK,,,,
5227,"9891 Gulf Shore Dr, Naples, FL 34108, USA",26.2610955,-81.8243033,"LaPlaya Beach / Vedado, Havana",2,OK,,,,
5228,"Jensen Beach, FL 34957, USA",27.2544906,-80.22976969999999,"Jensen Beach, Martin County",1,OK,,,,
5229,"Mabuiag Island, Queensland 4875, Australia",-9.9553248,142.1832671,Near Mabuiag Island,1,OK,,,,
5230,"High Island, Bolivar Peninsula, TX 77623, USA",29.5631308,-94.3899227,High Island,1,OK,,,,
5231,"Yeşilköy, Bakırköy/İstanbul, Turkey",40.9776484,28.8188948,Yeşilköy,1,OK,,,,
5232,"Limón Province, Limon, Costa Rica",9.9913106,-83.04150779999999,Off Porto Limon,1,OK,,,,
5233,"Mbashe, South Africa",-32.1945854,28.8233416,Bashee River,1,OK,,,,
5234,"Tarpon Springs, FL, USA",28.1461248,-82.7567679,70 miles off Tarpon Springs,1,OK,,,,
5235,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5236,"Middle Brighton Station, Brighton VIC 3186, Australia",-37.9150538,144.9962287,"Middle Brighton, Port Phillip",1,OK,,,,
5237,"Onslow County, NC, USA",34.6540094,-77.4701972,Onslow,1,OK,,,,
5238,"Pánuco River, Mexico",22.0940545,-98.16976009999999,Panuco River Mouth,1,OK,,,,
5239,"Melkbaai St, Strand, Cape Town, 7139, South Africa",-34.1075151,18.8210006,"Melkbaai, False Bay",1,OK,,,,
5240,"37 Piper Way, Cayman Islands",19.3165921,-81.38470559999999,Two miles from shore in Tamarind Bay,1,OK,,,,
5241,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5242,"Deal Party, Port Elizabeth, 6209, South Africa",-33.88370099999999,25.6258678,"North End Beach, Port Elizabeth",1,OK,,,,
5243,"White Bay, New South Wales, Australia",-33.8635949,151.1851115,"White Bay, near Bald Rock Jetty, Sydney Harbor ",2,OK,,,,
5244,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Thursday Island,1,OK,,,,
5245,"Collaroy NSW 2097, Australia",-33.73,151.3,Collaroy,1,OK,,,,
5246,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Thursday Island,1,OK,,,,
5247,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5248,"Townsville QLD 4810, Australia",-19.2589635,146.8169483,Townsville,1,OK,,,,
5249,"Nikumaroro Island, Kiribati",-4.6779191,-174.5195974,Nikumaroro Island,1,OK,,,,
5250,"Cienfuegos, Cuba",22.1599753,-80.4437781,Cienfuegos,1,OK,,,,
5251,"Badu Island, Queensland 4875, Australia",-10.116416,142.1275481,Near Badu Island,1,OK,,,,
5252,"Nasareth, Caernarfon LL54 6DW, UK",53.026188,-4.281727,Nasareth Beach,1,OK,,,,
5253,"Ross River, Queensland, Australia",-19.4006854,146.7329811,"Ross River, Townsville",1,OK,,,,
5254,"1214 Middle St, Sullivan's Island, SC 29482, USA",32.7592457,-79.8578543,Fort Moultrie,2,OK,,,,
5255,"Tampico, Tamaulipas, Mexico",22.2331041,-97.861099,Tampico,1,OK,,,,
5256,"Tarrafal, Cape Verde",15.2760578,-23.7484077,Tarrafal,1,OK,,,,
5257,"Fort Pierce, FL, USA",27.4467056,-80.3256056,"Fort Pierce, St Lucie County",1,OK,,,,
5258,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5259,"Great Barrier Reef, QLD, Australia",-18.2870668,147.6991918,Great Barrier Reef,1,OK,,,,
5260,"Great Barrier Reef, QLD, Australia",-18.2870668,147.6991918,Great Barrier Reef,1,OK,,,,
5261,"Coochin Creek QLD 4507, Australia",-26.8819762,153.0944259,"Bribie Passage, Caloundra",1,OK,,,,
5262,"Badu Island, Queensland 4875, Australia",-10.116416,142.1275481,Badu Island,1,OK,,,,
5263,"Badu Island, Queensland 4875, Australia",-10.116416,142.1275481,Badu Island,1,OK,,,,
5264,"123 S Ocean Ave, West Palm Beach, FL 33404, USA",26.778776,-80.0333327,"Sea Spray, Palm Beach",1,OK,,,,
5265,"Dauan Island QLD 4875, Australia",-9.4217358,142.5362305,Near Dauan Island,1,OK,,,,
5266,"807 Newtown Rd, Villanova, PA 19085, USA",40.0188199,-75.3811248,Ardrossan,3,OK,,,,
5267,"807 Newtown Rd, Villanova, PA 19085, USA",40.0188199,-75.3811248,Ardrossan,3,OK,,,,
5268,"Duncan St, Maroubra NSW 2035, Australia",-33.9443367,151.2523279,Maroubra Bay,1,OK,,,,
5269,"Glenelg, MD, USA",39.2592982,-76.9896261,Glenelg,1,OK,,,,
5270,"Bondi Beach, NSW 2026, Australia",-33.8914755,151.2766845,Bondi,1,OK,,,,
5271,"Magnetic Island, LOT 156 Armand Way, Magnetic Island QLD 4819, Australia",-19.148322,146.868517,"Alma Bay, Magnetic Island, Townsville",1,OK,,,,
5272,"Miranda, New Zealand",-37.1840562,175.3074123,"Miranda Head, Hauriki Gulf",2,OK,,,,
5273,"Bondi Beach, NSW 2026, Australia",-33.8914755,151.2766845,Bondi,1,OK,,,,
5274,"San Stifano, Qism El-Raml, Alexandria Governorate, Egypt",31.247011,29.9697173,San Stefano,4,OK,,,,
5275,"Suva Harbor, Suva - City Center, Fiji",-18.1323119,178.4260368,Suva Harbor,2,OK,,,,
5276,"1520 Cotner Ave, Los Angeles, CA 90025, USA",34.0490993,-118.4473802,Sydney Harbor,1,OK,,,,
5277,"807 Newtown Rd, Villanova, PA 19085, USA",40.0188199,-75.3811248,Ardrossan,3,OK,,,,
5278,"Indian River, Florida, USA",28.2142068,-80.6431877,Indian River area,2,OK,,,,
5279,"Garden Island, Potts Point NSW 2011, Australia",-33.8588921,151.2294331,"Garden Island, Sydney",1,OK,,,,
5280,"Cape Canaveral, FL 32920, USA",28.3922182,-80.60771319999999,"Cape Canaveral, Brevard County",1,OK,,,,
5281,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5282,"Sea Bright, NJ 07760, USA",40.3614987,-73.9740262,"Seabright, Monmouth County",1,OK,,,,
5283,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5284,"Hampton Roads, USA",36.9338606,-76.3637285,"200 miles off Hampton Roads, Virginia, USA",1,OK,,,,
5285,"Taboga Island, Panama",8.787191199999999,-79.55753419999999,Taboga Island Bay,1,OK,,,,
5286,"Corpus Christi, TX, USA",27.8005828,-97.39638099999999,Corpus Christi,1,OK,,,,
5287,"1000 E Grand Ave, Chicago, IL 60611, USA",41.8917977,-87.6001532,Off shore,1,OK,,,,
5288,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5289,"55049 Viareggio, Province of Lucca, Italy",43.8657267,10.2513103,Viareggio,1,OK,,,,
5290,"Daytona Beach, FL, USA",29.2108147,-81.0228331,"Daytona Beach, Volusia County",1,OK,,,,
5291,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5292,"Cooktown QLD 4895, Australia",-15.4758164,145.2470981,"Barrow Point, 100 miles north of Cooktown, Queensland",1,OK,,,,
5293,"Bondi Beach, NSW 2026, Australia",-33.8914755,151.2766845,Bondi,1,OK,,,,
5294,"Port Royal, Jamaica",17.9367669,-76.8411038,"Coal wharf, Port Royal",1,OK,,,,
5295,"Graceville, FL 32440, USA",30.9568503,-85.5165993,Graceville,1,OK,,,,
5296,"Cooks Hill NSW 2300, Australia",-32.9338,151.7696,"Cooks Hill, Newcastle",1,OK,,,,
5297,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5298,"Queensland, Australia",-20.9175738,142.7027956,"Near Barrow Point, Queensland",1,OK,,,,
5299,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5300,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5301,"Deliverance Island, Torres Strait QLD 4875, Australia",-9.524846799999999,141.5728539,Deliverance Island,1,OK,,,,
5302,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5303,"Gold Coast, FL, USA",25.7892315,-80.2042985,Off Florida coast,2,OK,,,,
5304,"Salt Vlei Rd, Port Alfred, 6170, South Africa",-33.60923289999999,26.8786073,"Salt Vlei, Port Alfred",1,OK,,,,
5305,"Groot-keirivier, South Africa",-32.5774366,28.1726744,Kei River mouth,3,OK,,,,
5306,"1 Lobotes Rd, Tugela Mouth, 4490, South Africa",-29.2168891,31.5069213,Tugela River Mouth,1,OK,,,,
5307,"Klein Brak River, 6503, South Africa",-34.0862095,22.1460022,Little Brak River,1,OK,,,,
5308,"Bradleys Head Rd, Mosman NSW 2088, Australia",-33.843012,151.2441915,"Bradleys Head, Sydney ",2,OK,,,,
5309,,,,90 miles off Albrohos Island,0,ZERO_RESULTS,,,,
5310,"Kiah NSW 2551, Australia",-37.1456002,149.8692415,"Kiah Creek, Eden",1,OK,,,,
5311,Columbia River,47.4537758,-120.3251007,a river,1,OK,,,,
5312,"Bellambi Reef, New South Wales, Australia",-34.3736111,150.9347222,Bellambi Reef,1,OK,,,,
5313,"Bondoc Peninsula, Philippines",13.6242986,122.4014193,Bondoc Peninsula,1,OK,,,,
5314,"Cairns QLD, Australia",-16.9185514,145.7780548,Off Cairns,1,OK,,,,
5315,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Near Thursday Island,1,OK,,,,
5316,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Near Thursday Island,1,OK,,,,
5317,"Merewether Beach, New South Wales, Australia",-32.9465493,151.7599466,Mereweather Beach,1,OK,,,,
5318,,,,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",0,ZERO_RESULTS,,,,
5319,"Brisbane River, Queensland, Australia",-26.8951068,152.318608,Brisbane River,1,OK,,,,
5320,"Menzies Bay, 7583, New Zealand",-43.64028740000001,172.9649418,"Menzies Bay, Banks Peninsula, ",1,OK,,,,
5321,"Kidd`s Beach, 5264, South Africa",-33.1519515,27.694816,Kidd’s Beach,1,OK,,,,
5322,"Santa Catalina Island, California 90704, USA",33.3878856,-118.4163103,"Catalina Channel, Los Angeles County",1,OK,,,,
5323,"Grays Point NSW 2232, Australia",-34.05508,151.07492,"Grey’s Point, Port Hacking",1,OK,,,,
5324,,,,15 miles up the Cataract River,0,ZERO_RESULTS,,,,
5325,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Thursday Island,1,OK,,,,
5326,"Palm Island, St Vincent and the Grenadines",12.5868094,-61.3963103,Palm Island,1,OK,,,,
5327,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Near Thursday Island,1,OK,,,,
5328,,,,Roku Point,0,ZERO_RESULTS,,,,
5329,"Clarence River, New South Wales, Australia",-29.4612304,153.1463819,Clarence River,1,OK,,,,
5330,,,,18 miles southwest of Bermuda ,0,ZERO_RESULTS,,,,
5331,"Port Moresby, Papua New Guinea",-9.443800399999999,147.1802671,Near Port Moresby,1,OK,,,,
5332,"Seaside Heights, NJ 08751, USA",39.944285,-74.0729139,"Seaside, Ocean County",1,OK,,,,
5333,"17019 Varazze, Province of Savona, Italy",44.3594336,8.577312599999999,Varazze,1,OK,,,,
5334,"Sea Bright, NJ 07760, USA",40.3614987,-73.9740262,20 miles off Seabright,1,OK,,,,
5335,"San Leandro Bay, California, USA",37.753628,-122.2228434,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",1,OK,,,,
5336,"Carrer de Neptú, 18, 08006 Barcelona, Spain",41.397891,2.154693,"Casa Antunez Beach, Barcelona",1,OK,,,,
5337,"Haleiwa, HI 96712, USA",21.5927614,-158.1034112,"Hale'iwa, O'ahu",1,OK,,,,
5338,"Cape Town, South Africa",-33.9248685,18.4240553,Steamship bound from Cape Town to Philadelphia,2,OK,,,,
5339,"77 Laehala St, Hilo, HI 96720, USA",19.7370868,-155.033713,"Hilo Bay Yacht Club, Hilo, Hawai'i",1,OK,,,,
5340,"Lower Kings Road, Brighton BN1 2LN, UK",50.8212269,-0.1505303,"West Beach, Brighton",1,OK,,,,
5341,"Hamburg, Germany",53.5510846,9.9936819,Hamburg,1,OK,,,,
5342,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5343,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5344,"Rarotonga, Cook Islands",-21.2292371,-159.7763491,Rarotonga,1,OK,,,,
5345,"Ocean View Beach, Norfolk, VA, USA",36.931025,-76.1877926,Sea View Beach,1,OK,,,,
5346,"Mossel Bay, South Africa",-34.1747356,22.0834066,Mossel Bay,1,OK,,,,
5347,"Cottesloe Beach, Western Australia, Australia",-31.9938622,115.7510477,Cottesloe Beach,1,OK,,,,
5348,"Playita del Condado, San Juan, 00907, Puerto Rico",18.4610538,-66.0823199,"Condado Beach, San Juan",2,OK,,,,
5349,"Playita del Condado, San Juan, 00907, Puerto Rico",18.4610538,-66.0823199,"Condado Beach, San Juan",2,OK,,,,
5350,"1800 S Kirkman Rd, Orlando, FL 32811, USA",28.5217613,-81.463472,Valencia,1,OK,,,,
5351,"Shanklin PO37, UK",50.63467499999999,-1.175199,Off Shanklin,1,OK,,,,
5352,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Island, near Charleston",1,OK,,,,
5353,"Princess Royal Harbour, Western Australia, Australia",-35.0530556,117.8888889,"Princess Royal Harbor, near King George’s Sound",2,OK,,,,
5354,"Playita del Condado, San Juan, 00907, Puerto Rico",18.4610538,-66.0823199,"Condado Beach, San Juan",2,OK,,,,
5355,"Coogee NSW 2034, Australia",-33.919,151.2555,Coogee,1,OK,,,,
5356,"Newcastle Beach Park, 4400 Lake Washington Blvd SE, Bellevue, WA 98006, USA",47.5659576,-122.1898877,Newcastle Beach,1,OK,,,,
5357,"3825 Lake Austin Blvd, Austin, TX 78703, USA",30.2946928,-97.7844186,Hula,1,OK,,,,
5358,"Miami Beach, FL, USA",25.790654,-80.1300455,"Miami Beach, Miami-Dade County",1,OK,,,,
5359,"Second Narrows Bridge, Iron Workers Memorial Bridge, North Vancouver, BC, Canada",49.2957483,-123.0263936,Second Narrows in Burrard Inlet,1,OK,,,,
5360,"Suva Harbor, Suva - City Center, Fiji",-18.1323119,178.4260368,"Suva Harbor, Suva",1,OK,,,,
5361,"Tampico, Tamaulipas, Mexico",22.2331041,-97.861099,Tampico,1,OK,,,,
5362,"Panama Canal, Panama",9.1223491,-79.7311627,Pacific Anchorage off the Panama Canal,1,OK,,,,
5363,"Santurce, San Juan, Puerto Rico",18.4481441,-66.0641969,Santurce,1,OK,,,,
5364,"Rangiroa, French Polynesia",-15.1162282,-147.6513015,Rangiroa,1,OK,,,,
5365,"Port Melbourne VIC 3207, Australia",-37.8332233,144.9124697,Port Melbourne,1,OK,,,,
5366,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Island, near Charleston",1,OK,,,,
5367,"Weymouth, MA, USA",42.2180724,-70.94103559999999,Weymouth,1,OK,,,,
5368,"Newport Beach, CA, USA",33.6188829,-117.9298493,"Newport Beach, Orange County",1,OK,,,,
5369,"Bayboro Harbor, St. Petersburg, FL 33701, USA",27.7589166,-82.6331539,"Bayboro, Pinellas County",1,OK,,,,
5370,"Kiama NSW 2533, Australia",-34.6738221,150.8443706,Kiama,1,OK,,,,
5371,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
5372,"Fremantle WA 6160, Australia",-32.0518191,115.7551085,Fremantle,2,OK,,,,
5373,"Savo Island, Solomon Islands",-9.1307292,159.8061328,Savo Island,1,OK,,,,
5374,"Illas Sisargas, Spain",43.367245,-8.8406513,Sisargas Islands,2,OK,,,,
5375,"Bronte, TX 76933, USA",31.8873671,-100.2917601,Bronte,1,OK,,,,
5376,"Currumbin QLD 4223, Australia",-28.136,153.483,Currumbin,1,OK,,,,
5377,"South Beach, Durban, 4001, South Africa",-29.8578378,31.034184,"South Beach, Durban",1,OK,,,,
5378,"St Georges Strand, Port Elizabeth, 6211, South Africa",-33.8237065,25.655431,"St. George’s Strand, Port Elizabeth",1,OK,,,,
5379,"Octagon Building, Level 1, Suite F/110 George St, Parramatta NSW 2150, Australia",-33.8141198,151.0074215,"Near Asbestos Works, Camellia, Parramatta River",2,OK,,,,
5380,"Murwillumbah NSW 2484, Australia",-28.3322568,153.3827556,"Murwillumbah, Tweed River",1,OK,,,,
5381,"Bellinger Heads State Park, New South Wales, Australia",-30.5020257,153.0250598,"Urunga, Belliger Heads",1,OK,,,,
5382,"88 Condon St, Port Hedland WA 6721, Australia",-20.3068645,118.6176709,"Condon, 88 km NE of Port Hedland",1,OK,,,,
5383,,,,Bellinger Head,0,ZERO_RESULTS,,,,
5384,"Botany Bay, New South Wales, Australia",-33.9930374,151.175278,"Botany Bay, Sydney",1,OK,,,,
5385,,,," Black Head, south of Taree",0,ZERO_RESULTS,,,,
5386,"Thursday Island QLD 4875, Australia",-10.5799169,142.2193906,Near Thursday Island,1,OK,,,,
5387,"Demerara River, Guyana",5.778786600000001,-58.38217789999999,Off the Demerara River ,1,OK,,,,
5388,"Great Barrier Reef, QLD, Australia",-18.2870668,147.6991918,Great Barrier Reef,1,OK,,,,
5389,"Bellambi Reef, New South Wales, Australia",-34.3736111,150.9347222,Bellambi Reef,1,OK,,,,
5390,"Heroica Veracruz, Ver., Mexico",19.173773,-96.1342241,Outside Vera Cruz Harbor,1,OK,,,,
5391,"Southgate Dunes, Cape Burney WA 6532, Australia",-28.85,114.6338889,"Southgates, near Geraldton",1,OK,,,,
5392,"Great Barrier Reef, QLD, Australia",-18.2870668,147.6991918,Great Barrier Reef,1,OK,,,,
5393,"Ross River, Queensland, Australia",-19.4006854,146.7329811,"Ross River, Townsville",1,OK,,,,
5394,"San Juan, Puerto Rico",18.4655394,-66.1057355,San Juan,1,OK,,,,
5395,"Bunbury WA 6230, Australia",-33.3209971,115.6383482,Bunbury,1,OK,,,,
5396,"450 W 2nd St, Claremont, CA 91711, USA",34.095379,-117.720286,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",1,OK,,,,
5397,"Havana, Cuba",23.1135925,-82.3665956,20 miles from Havana,1,OK,,,,
5398,"Sea Bright, NJ 07760, USA",40.3614987,-73.9740262,"Sea Bright, Monmouth County",1,OK,,,,
5399,"Fort Drum, NY, USA",44.05804819999999,-75.7487779,Fort Drum,1,OK,,,,
5400,"12940 Inlet Isle Ln, Ocean City, MD 21842, USA",38.334654,-75.10133270000001,Ocean City (offshore),1,OK,,,,
5401,"12940 Inlet Isle Ln, Ocean City, MD 21842, USA",38.334654,-75.10133270000001,Ocean City (offshore),1,OK,,,,
5402,"San Juan, Puerto Rico",18.4655394,-66.1057355,San Juan,1,OK,,,,
5403,"Fraser Coast Beachfront Tourist Parks | Pialba, Esplanade, Pialba QLD 4655, Australia",-25.2782552,152.8379759,Pialba Beach near Maryborough,2,OK,,,,
5404,"301 Mulberry St, Catasauqua, PA 18032, USA",40.6520884,-75.4685954,Pie Corner,1,OK,,,,
5405,"Botany Bay, New South Wales, Australia",-33.9930374,151.175278,"Botany Bay, Sydney",1,OK,,,,
5406,"Kaunakakai, HI 96748, USA",21.0933705,-157.0239479,"Keawanui, Kamalo, Moloka'i",2,OK,,,,
5407,"Hornsea, UK",53.9104,-0.173953,Hornsea,1,OK,,,,
5408,"Nahant, MA, USA",42.4265633,-70.922279,Nahant,1,OK,,,,
5409,"210 7th Ave S, Jacksonville Beach, FL 32250, USA",30.2815833,-81.3895371,"Pablo Beach, Jacksonville, Duval County",1,OK,,,,
5410,"500 1st Ave SE, St. Petersburg, FL 33701, USA",27.7716801,-82.6278954,"Municipal Pier, St. Petersburg, Tampa bay",1,OK,,,,
5411,"Savanna la Mar, Jamaica",18.2291677,-78.1393397,Savanna-la-Mar,1,OK,,,,
5412,"Simon's Town, Cape Town, 7975, South Africa",-34.1937654,18.4356653,"Simon’s Town, False Bay",1,OK,,,,
5413,"Hawkesbury River, New South Wales, Australia",-33.4594721,151.0642231,Hawkesbury River,1,OK,,,,
5414,"Kingston Harbour, Jamaica",17.9525424,-76.8050018,Kingston Harbor,1,OK,,,,
5415,"Kingston Harbour, Jamaica",17.9525424,-76.8050018,Kingston Harbor,1,OK,,,,
5416,"Coogee NSW 2034, Australia",-33.919,151.2555,Coogee,1,OK,,,,
5417,"Bilgola Beach NSW 2107, Australia",-33.6444858,151.3275826,"Bilgola Beach, Sydney",1,OK,,,,
5418,"Coogee NSW 2034, Australia",-33.919,151.2555,Coogee ,1,OK,,,,
5419,"Shatt al-Arab River, Iraq",30.8322839,47.557984,Shatt-al Arab River,1,OK,,,,
5420,"Ross River, Queensland, Australia",-19.4006854,146.7329811,"Ross River, Townsville",1,OK,,,,
